shipment_id,order_id,shipment_date,delivery_date,date_ingested
2562,2562,,,2023-06-04
2563,2563,,,2023-06-04
2564,2564,,,2023-06-04
2565,2565,,,2023-06-04
2566,2566,,,2023-06-04
2567,2567,2022-08-14,2022-08-17,2023-06-04
2568,2568,2022-05-16,2022-05-19,2023-06-04
2569,2569,,,2023-06-04
2570,2570,2022-04-09,2022-04-11,2023-06-04
2571,2571,2022-07-03,2022-07-05,2023-06-04
2572,2572,2022-01-29,,2023-06-04
2573,2573,,,2023-06-04
2574,2574,2022-03-25,2022-03-28,2023-06-04
2575,2575,2022-05-23,2022-05-25,2023-06-04
2576,2576,,,2023-06-04
2577,2577,2022-07-13,2022-07-15,2023-06-04
2578,2578,2021-01-20,,2023-06-04
2579,2579,2022-09-04,,2023-06-04
2580,2580,2022-02-13,2022-02-15,2023-06-04
2581,2581,,,2023-06-04
2582,2582,,,2023-06-04
2583,2583,,,2023-06-04
2584,2584,2022-01-22,2022-01-23,2023-06-04
2585,2585,,,2023-06-04
2586,2586,,,2023-06-04
2587,2587,,,2023-06-04
2588,2588,,,2023-06-04
2589,2589,,,2023-06-04
2590,2590,,,2023-06-04
2591,2591,,,2023-06-04
2592,2592,,,2023-06-04
2593,2593,2021-10-13,2021-10-15,2023-06-04
2594,2594,,,2023-06-04
2595,2595,,,2023-06-04
2596,2596,,,2023-06-04
2597,2597,2022-05-05,2022-05-07,2023-06-04
2598,2598,,,2023-06-04
2599,2599,2021-08-10,,2023-06-04
2600,2600,,,2023-06-04
2601,2601,,,2023-06-04
2602,2602,,,2023-06-04
2603,2603,2022-04-25,,2023-06-04
2604,2604,,,2023-06-04
2605,2605,,,2023-06-04
2606,2606,,,2023-06-04
2607,2607,,,2023-06-04
2608,2608,2021-06-18,2021-06-21,2023-06-04
2609,2609,,,2023-06-04
2610,2610,,,2023-06-04
2611,2611,,,2023-06-04
2612,2612,2021-10-26,,2023-06-04
2613,2613,,,2023-06-04
2614,2614,,,2023-06-04
2615,2615,,,2023-06-04
2616,2616,,,2023-06-04
2617,2617,,,2023-06-04
2618,2618,2022-08-08,2022-08-09,2023-06-04
2619,2619,,,2023-06-04
2620,2620,,,2023-06-04
2621,2621,,,2023-06-04
2622,2622,,,2023-06-04
2623,2623,,,2023-06-04
2624,2624,,,2023-06-04
2625,2625,2021-12-07,2021-12-10,2023-06-04
2626,2626,2021-01-09,2021-01-11,2023-06-04
2627,2627,,,2023-06-04
2628,2628,,,2023-06-04
2629,2629,2022-03-28,,2023-06-04
2630,2630,2022-01-09,2022-01-11,2023-06-04
2631,2631,,,2023-06-04
2632,2632,,,2023-06-04
2633,2633,,,2023-06-04
2634,2634,,,2023-06-04
2635,2635,,,2023-06-04
2636,2636,2021-12-18,2021-12-20,2023-06-04
2637,2637,,,2023-06-04
2638,2638,,,2023-06-04
2639,2639,2022-08-04,2022-08-06,2023-06-04
2640,2640,2022-08-11,2022-08-12,2023-06-04
2641,2641,,,2023-06-04
2642,2642,2022-01-30,2022-01-31,2023-06-04
2643,2643,,,2023-06-04
2644,2644,2022-06-11,2022-06-12,2023-06-04
2645,2645,,,2023-06-04
2646,2646,,,2023-06-04
2647,2647,,,2023-06-04
2648,2648,,,2023-06-04
2649,2649,2021-06-08,2021-06-11,2023-06-04
2650,2650,,,2023-06-04
2651,2651,,,2023-06-04
2652,2652,,,2023-06-04
2653,2653,,,2023-06-04
2654,2654,2021-02-28,,2023-06-04
2655,2655,2021-09-24,2021-09-26,2023-06-04
2656,2656,2021-08-25,2021-08-28,2023-06-04
2657,2657,,,2023-06-04
2658,2658,2021-05-17,2021-05-20,2023-06-04
2659,2659,,,2023-06-04
2660,2660,,,2023-06-04
2661,2661,,,2023-06-04
2662,2662,2021-07-24,2021-07-26,2023-06-04
2663,2663,2022-05-19,2022-05-21,2023-06-04
2664,2664,2021-04-26,,2023-06-04
2665,2665,,,2023-06-04
2666,2666,2021-09-20,2021-09-21,2023-06-04
2667,2667,,,2023-06-04
2668,2668,,,2023-06-04
2669,2669,,,2023-06-04
2670,2670,,,2023-06-04
2671,2671,2022-05-24,,2023-06-04
2672,2672,,,2023-06-04
2673,2673,,,2023-06-04
2674,2674,,,2023-06-04
2675,2675,,,2023-06-04
2676,2676,,,2023-06-04
2677,2677,,,2023-06-04
2678,2678,,,2023-06-04
2679,2679,,,2023-06-04
2680,2680,2021-06-03,,2023-06-04
2681,2681,,,2023-06-04
2682,2682,,,2023-06-04
2683,2683,,,2023-06-04
2684,2684,2021-08-03,,2023-06-04
2685,2685,2021-11-30,,2023-06-04
2686,2686,,,2023-06-04
2687,2687,,,2023-06-04
2688,2688,,,2023-06-04
2689,2689,,,2023-06-04
2690,2690,,,2023-06-04
2691,2691,2022-07-10,2022-07-12,2023-06-04
2692,2692,2021-05-21,,2023-06-04
2693,2693,2021-06-11,,2023-06-04
2694,2694,,,2023-06-04
2695,2695,2022-08-16,2022-08-18,2023-06-04
2696,2696,2021-01-28,,2023-06-04
2697,2697,,,2023-06-04
2698,2698,,,2023-06-04
2699,2699,,,2023-06-04
2700,2700,2021-05-30,2021-05-31,2023-06-04
2701,2701,2021-02-21,2021-02-22,2023-06-04
2702,2702,2021-01-21,2021-01-22,2023-06-04
2703,2703,2022-07-11,2022-07-14,2023-06-04
2704,2704,,,2023-06-04
2705,2705,,,2023-06-04
2706,2706,,,2023-06-04
2707,2707,,,2023-06-04
2708,2708,,,2023-06-04
2709,2709,2022-03-25,2022-03-26,2023-06-04
2710,2710,2021-01-13,2021-01-15,2023-06-04
2711,2711,,,2023-06-04
2712,2712,2021-12-04,,2023-06-04
2713,2713,,,2023-06-04
2714,2714,,,2023-06-04
2715,2715,2021-04-19,,2023-06-04
2716,2716,,,2023-06-04
2717,2717,2021-08-03,2021-08-05,2023-06-04
2718,2718,2021-09-01,2021-09-02,2023-06-04
2719,2719,2021-05-23,2021-05-26,2023-06-04
2720,2720,,,2023-06-04
2721,2721,2022-04-01,2022-04-02,2023-06-04
2722,2722,,,2023-06-04
2723,2723,2022-08-22,2022-08-25,2023-06-04
2724,2724,,,2023-06-04
2725,2725,2022-03-07,2022-03-09,2023-06-04
2726,2726,,,2023-06-04
2727,2727,,,2023-06-04
2728,2728,,,2023-06-04
2729,2729,2021-08-28,2021-08-30,2023-06-04
2730,2730,,,2023-06-04
2731,2731,2021-02-21,,2023-06-04
2732,2732,,,2023-06-04
2733,2733,,,2023-06-04
2734,2734,,,2023-06-04
2735,2735,,,2023-06-04
2736,2736,,,2023-06-04
2737,2737,,,2023-06-04
2738,2738,2021-11-30,,2023-06-04
2739,2739,2021-02-09,,2023-06-04
2740,2740,,,2023-06-04
2741,2741,,,2023-06-04
2742,2742,,,2023-06-04
2743,2743,,,2023-06-04
2744,2744,2021-11-18,,2023-06-04
2745,2745,2022-07-12,,2023-06-04
2746,2746,,,2023-06-04
2747,2747,,,2023-06-04
2748,2748,2021-04-11,2021-04-12,2023-06-04
2749,2749,,,2023-06-04
2750,2750,,,2023-06-04
2751,2751,,,2023-06-04
2752,2752,2022-03-10,,2023-06-04
2753,2753,,,2023-06-04
2754,2754,,,2023-06-04
2755,2755,,,2023-06-04
2756,2756,,,2023-06-04
2757,2757,2022-04-13,2022-04-15,2023-06-04
2758,2758,2021-10-18,2021-10-21,2023-06-04
2759,2759,2021-09-20,2021-09-23,2023-06-04
2760,2760,,,2023-06-04
2761,2761,,,2023-06-04
2762,2762,,,2023-06-04
2763,2763,2021-05-09,,2023-06-04
2764,2764,,,2023-06-04
2765,2765,2022-02-17,2022-02-19,2023-06-04
2766,2766,2021-01-21,2021-01-23,2023-06-04
2767,2767,,,2023-06-04
2768,2768,2022-01-13,2022-01-16,2023-06-04
2769,2769,2022-01-25,,2023-06-04
2770,2770,,,2023-06-04
2771,2771,,,2023-06-04
2772,2772,2022-05-06,,2023-06-04
2773,2773,,,2023-06-04
2774,2774,,,2023-06-04
2775,2775,,,2023-06-04
2776,2776,2022-02-06,2022-02-09,2023-06-04
2777,2777,,,2023-06-04
2778,2778,,,2023-06-04
2779,2779,,,2023-06-04
2780,2780,2021-12-06,2021-12-08,2023-06-04
2781,2781,,,2023-06-04
2782,2782,,,2023-06-04
2783,2783,,,2023-06-04
2784,2784,,,2023-06-04
2785,2785,2022-05-18,2022-05-20,2023-06-04
2786,2786,,,2023-06-04
2787,2787,,,2023-06-04
2788,2788,2021-10-16,,2023-06-04
2789,2789,,,2023-06-04
2790,2790,,,2023-06-04
2791,2791,,,2023-06-04
2792,2792,2022-05-20,,2023-06-04
2793,2793,,,2023-06-04
2794,2794,2022-08-15,,2023-06-04
2795,2795,,,2023-06-04
2796,2796,,,2023-06-04
2797,2797,,,2023-06-04
2798,2798,2022-08-10,2022-08-12,2023-06-04
2799,2799,,,2023-06-04
2800,2800,,,2023-06-04
2801,2801,,,2023-06-04
2802,2802,,,2023-06-04
2803,2803,,,2023-06-04
2804,2804,,,2023-06-04
2805,2805,,,2023-06-04
2806,2806,2022-02-24,,2023-06-04
2807,2807,2022-01-29,2022-02-01,2023-06-04
2808,2808,,,2023-06-04
2809,2809,2021-06-23,,2023-06-04
2810,2810,2021-11-16,,2023-06-04
2811,2811,2021-11-03,,2023-06-04
2812,2812,,,2023-06-04
2813,2813,2022-02-22,,2023-06-04
2814,2814,,,2023-06-04
2815,2815,,,2023-06-04
2816,2816,2022-04-04,2022-04-05,2023-06-04
2817,2817,2021-10-13,2021-10-15,2023-06-04
2818,2818,,,2023-06-04
2819,2819,,,2023-06-04
2820,2820,2022-04-01,2022-04-04,2023-06-04
2821,2821,,,2023-06-04
2822,2822,,,2023-06-04
2823,2823,2022-03-21,,2023-06-04
2824,2824,2022-01-04,2022-01-05,2023-06-04
2825,2825,,,2023-06-04
2826,2826,,,2023-06-04
2827,2827,,,2023-06-04
2828,2828,2021-02-28,2021-03-03,2023-06-04
2829,2829,,,2023-06-04
2830,2830,,,2023-06-04
2831,2831,2021-03-10,2021-03-13,2023-06-04
2832,2832,,,2023-06-04
2833,2833,,,2023-06-04
2834,2834,2021-11-17,,2023-06-04
2835,2835,,,2023-06-04
2836,2836,2021-11-21,,2023-06-04
2837,2837,2022-08-29,2022-09-01,2023-06-04
2838,2838,2022-03-01,,2023-06-04
2839,2839,2021-07-06,2021-07-08,2023-06-04
2840,2840,,,2023-06-04
2841,2841,2022-02-02,,2023-06-04
2842,2842,,,2023-06-04
2843,2843,,,2023-06-04
2844,2844,,,2023-06-04
2845,2845,2021-03-28,2021-03-29,2023-06-04
2846,2846,,,2023-06-04
2847,2847,,,2023-06-04
2848,2848,,,2023-06-04
2849,2849,2022-08-03,2022-08-05,2023-06-04
2850,2850,2021-07-07,,2023-06-04
2851,2851,,,2023-06-04
2852,2852,,,2023-06-04
2853,2853,,,2023-06-04
2854,2854,2021-12-28,,2023-06-04
2855,2855,2021-04-15,2021-04-17,2023-06-04
2856,2856,,,2023-06-04
2857,2857,,,2023-06-04
2858,2858,2021-09-05,,2023-06-04
2859,2859,2022-01-07,,2023-06-04
2860,2860,,,2023-06-04
2861,2861,2022-06-27,2022-06-30,2023-06-04
2862,2862,,,2023-06-04
2863,2863,,,2023-06-04
2864,2864,2022-03-18,2022-03-19,2023-06-04
2865,2865,,,2023-06-04
2866,2866,,,2023-06-04
2867,2867,2022-06-27,,2023-06-04
2868,2868,,,2023-06-04
2869,2869,2021-02-22,,2023-06-04
2870,2870,,,2023-06-04
2871,2871,,,2023-06-04
2872,2872,,,2023-06-04
2873,2873,,,2023-06-04
2874,2874,2021-01-17,2021-01-18,2023-06-04
2875,2875,2021-10-30,2021-11-02,2023-06-04
2876,2876,,,2023-06-04
2877,2877,,,2023-06-04
2878,2878,2022-03-11,2022-03-12,2023-06-04
2879,2879,2021-08-01,,2023-06-04
2880,2880,2022-03-06,2022-03-07,2023-06-04
2881,2881,,,2023-06-04
2882,2882,,,2023-06-04
2883,2883,,,2023-06-04
2884,2884,,,2023-06-04
2885,2885,,,2023-06-04
2886,2886,2021-09-27,2021-09-28,2023-06-04
2887,2887,,,2023-06-04
2888,2888,,,2023-06-04
2889,2889,,,2023-06-04
2890,2890,,,2023-06-04
2891,2891,2022-03-30,2022-03-31,2023-06-04
2892,2892,,,2023-06-04
2893,2893,,,2023-06-04
2894,2894,,,2023-06-04
2895,2895,,,2023-06-04
2896,2896,,,2023-06-04
2897,2897,,,2023-06-04
2898,2898,,,2023-06-04
2899,2899,,,2023-06-04
2900,2900,,,2023-06-04
2901,2901,,,2023-06-04
2902,2902,,,2023-06-04
2903,2903,,,2023-06-04
2904,2904,2022-08-10,2022-08-12,2023-06-04
2905,2905,,,2023-06-04
2906,2906,2021-12-25,2021-12-27,2023-06-04
2907,2907,2022-07-09,,2023-06-04
2908,2908,,,2023-06-04
2909,2909,2022-03-21,,2023-06-04
2910,2910,,,2023-06-04
2911,2911,,,2023-06-04
2912,2912,,,2023-06-04
2913,2913,,,2023-06-04
2914,2914,,,2023-06-04
2915,2915,2021-07-24,2021-07-25,2023-06-04
2916,2916,,,2023-06-04
2917,2917,,,2023-06-04
2918,2918,,,2023-06-04
2919,2919,2021-06-15,2021-06-18,2023-06-04
2920,2920,2022-04-03,,2023-06-04
2921,2921,,,2023-06-04
2922,2922,,,2023-06-04
2923,2923,,,2023-06-04
2924,2924,,,2023-06-04
2925,2925,,,2023-06-04
2926,2926,,,2023-06-04
2927,2927,,,2023-06-04
2928,2928,,,2023-06-04
2929,2929,2021-10-30,2021-10-31,2023-06-04
2930,2930,2021-06-23,2021-06-25,2023-06-04
2931,2931,,,2023-06-04
2932,2932,2021-09-19,2021-09-21,2023-06-04
2933,2933,,,2023-06-04
2934,2934,2021-06-28,,2023-06-04
2935,2935,,,2023-06-04
2936,2936,2022-05-22,2022-05-25,2023-06-04
2937,2937,2022-01-16,,2023-06-04
2938,2938,2022-02-14,2022-02-15,2023-06-04
2939,2939,,,2023-06-04
2940,2940,,,2023-06-04
2941,2941,,,2023-06-04
2942,2942,2022-05-18,,2023-06-04
2943,2943,2021-11-11,2021-11-14,2023-06-04
2944,2944,,,2023-06-04
2945,2945,,,2023-06-04
2946,2946,,,2023-06-04
2947,2947,2022-02-06,2022-02-07,2023-06-04
2948,2948,2022-01-17,2022-01-19,2023-06-04
2949,2949,,,2023-06-04
2950,2950,,,2023-06-04
2951,2951,,,2023-06-04
2952,2952,2021-04-25,2021-04-27,2023-06-04
2953,2953,,,2023-06-04
2954,2954,2021-01-11,,2023-06-04
2955,2955,2021-06-10,2021-06-13,2023-06-04
2956,2956,,,2023-06-04
2957,2957,2021-07-16,2021-07-19,2023-06-04
2958,2958,,,2023-06-04
2959,2959,,,2023-06-04
2960,2960,2022-04-30,2022-05-01,2023-06-04
2961,2961,2022-06-07,2022-06-10,2023-06-04
2962,2962,,,2023-06-04
2963,2963,,,2023-06-04
2964,2964,,,2023-06-04
2965,2965,,,2023-06-04
2966,2966,,,2023-06-04
2967,2967,,,2023-06-04
2968,2968,,,2023-06-04
2969,2969,,,2023-06-04
2970,2970,,,2023-06-04
2971,2971,,,2023-06-04
2972,2972,,,2023-06-04
2973,2973,,,2023-06-04
2974,2974,2021-02-16,2021-02-18,2023-06-04
2975,2975,,,2023-06-04
2976,2976,2021-06-12,,2023-06-04
2977,2977,2021-11-22,2021-11-23,2023-06-04
2978,2978,,,2023-06-04
2979,2979,,,2023-06-04
2980,2980,,,2023-06-04
2981,2981,,,2023-06-04
2982,2982,,,2023-06-04
2983,2983,,,2023-06-04
2984,2984,,,2023-06-04
2985,2985,,,2023-06-04
2986,2986,,,2023-06-04
2987,2987,,,2023-06-04
2988,2988,,,2023-06-04
2989,2989,,,2023-06-04
2990,2990,,,2023-06-04
2991,2991,,,2023-06-04
2992,2992,2022-08-17,2022-08-20,2023-06-04
2993,2993,,,2023-06-04
2994,2994,2021-09-01,2021-09-03,2023-06-04
2995,2995,2021-01-26,,2023-06-04
2996,2996,2021-11-30,2021-12-02,2023-06-04
2997,2997,,,2023-06-04
2998,2998,,,2023-06-04
2999,2999,2021-01-05,,2023-06-04
3000,3000,2021-06-05,,2023-06-04
3001,3001,,,2023-06-04
3002,3002,,,2023-06-04
3003,3003,,,2023-06-04
3004,3004,,,2023-06-04
3005,3005,2021-02-05,2021-02-07,2023-06-04
3006,3006,,,2023-06-04
3007,3007,,,2023-06-04
3008,3008,2021-10-12,,2023-06-04
3009,3009,,,2023-06-04
3010,3010,,,2023-06-04
3011,3011,,,2023-06-04
3012,3012,2022-02-12,2022-02-14,2023-06-04
3013,3013,2021-10-21,2021-10-24,2023-06-04
3014,3014,,,2023-06-04
3015,3015,,,2023-06-04
3016,3016,2021-04-08,2021-04-11,2023-06-04
3017,3017,,,2023-06-04
3018,3018,,,2023-06-04
3019,3019,2022-07-18,,2023-06-04
3020,3020,,,2023-06-04
3021,3021,,,2023-06-04
3022,3022,2022-05-09,2022-05-10,2023-06-04
3023,3023,,,2023-06-04
3024,3024,,,2023-06-04
3025,3025,2022-05-25,2022-05-27,2023-06-04
3026,3026,2021-07-25,2021-07-27,2023-06-04
3027,3027,,,2023-06-04
3028,3028,2022-01-15,,2023-06-04
3029,3029,,,2023-06-04
3030,3030,,,2023-06-04
3031,3031,,,2023-06-04
3032,3032,,,2023-06-04
3033,3033,,,2023-06-04
3034,3034,2021-04-23,2021-04-24,2023-06-04
3035,3035,2021-11-06,2021-11-09,2023-06-04
3036,3036,,,2023-06-04
3037,3037,2022-06-10,,2023-06-04
3038,3038,,,2023-06-04
3039,3039,,,2023-06-04
3040,3040,,,2023-06-04
3041,3041,2021-03-26,2021-03-29,2023-06-04
3042,3042,2021-01-18,2021-01-19,2023-06-04
3043,3043,,,2023-06-04
3044,3044,,,2023-06-04
3045,3045,2021-01-26,2021-01-27,2023-06-04
3046,3046,,,2023-06-04
3047,3047,,,2023-06-04
3048,3048,,,2023-06-04
3049,3049,2021-10-10,2021-10-13,2023-06-04
3050,3050,,,2023-06-04
3051,3051,,,2023-06-04
3052,3052,2021-01-17,,2023-06-04
3053,3053,2021-10-19,2021-10-21,2023-06-04
3054,3054,,,2023-06-04
3055,3055,,,2023-06-04
3056,3056,,,2023-06-04
3057,3057,2021-10-24,2021-10-25,2023-06-04
3058,3058,2022-05-04,2022-05-07,2023-06-04
3059,3059,2022-07-24,2022-07-26,2023-06-04
3060,3060,,,2023-06-04
3061,3061,,,2023-06-04
3062,3062,,,2023-06-04
3063,3063,2021-05-23,,2023-06-04
3064,3064,,,2023-06-04
3065,3065,,,2023-06-04
3066,3066,,,2023-06-04
3067,3067,2022-03-07,2022-03-09,2023-06-04
3068,3068,2022-06-18,,2023-06-04
3069,3069,,,2023-06-04
3070,3070,,,2023-06-04
3071,3071,,,2023-06-04
3072,3072,,,2023-06-04
3073,3073,,,2023-06-04
3074,3074,,,2023-06-04
3075,3075,,,2023-06-04
3076,3076,,,2023-06-04
3077,3077,,,2023-06-04
3078,3078,,,2023-06-04
3079,3079,2022-02-21,,2023-06-04
3080,3080,2022-01-20,,2023-06-04
3081,3081,,,2023-06-04
3082,3082,,,2023-06-04
3083,3083,,,2023-06-04
3084,3084,,,2023-06-04
3085,3085,,,2023-06-04
3086,3086,2022-05-04,2022-05-07,2023-06-04
3087,3087,,,2023-06-04
3088,3088,,,2023-06-04
3089,3089,,,2023-06-04
3090,3090,,,2023-06-04
3091,3091,,,2023-06-04
3092,3092,2022-02-06,2022-02-07,2023-06-04
3093,3093,,,2023-06-04
3094,3094,,,2023-06-04
3095,3095,,,2023-06-04
3096,3096,,,2023-06-04
3097,3097,2022-02-02,2022-02-04,2023-06-04
3098,3098,2021-11-09,,2023-06-04
3099,3099,,,2023-06-04
3100,3100,,,2023-06-04
3101,3101,,,2023-06-04
3102,3102,,,2023-06-04
3103,3103,,,2023-06-04
3104,3104,2022-07-30,,2023-06-04
3105,3105,,,2023-06-04
3106,3106,,,2023-06-04
3107,3107,,,2023-06-04
3108,3108,,,2023-06-04
3109,3109,,,2023-06-04
3110,3110,,,2023-06-04
3111,3111,,,2023-06-04
3112,3112,2022-06-28,2022-07-01,2023-06-04
3113,3113,2021-11-13,2021-11-16,2023-06-04
3114,3114,,,2023-06-04
3115,3115,,,2023-06-04
3116,3116,,,2023-06-04
3117,3117,2022-05-09,,2023-06-04
3118,3118,,,2023-06-04
3119,3119,,,2023-06-04
3120,3120,2021-02-04,,2023-06-04
3121,3121,,,2023-06-04
3122,3122,,,2023-06-04
3123,3123,,,2023-06-04
3124,3124,2021-03-30,2021-03-31,2023-06-04
3125,3125,,,2023-06-04
3126,3126,2021-11-13,2021-11-14,2023-06-04
3127,3127,,,2023-06-04
3128,3128,,,2023-06-04
3129,3129,,,2023-06-04
3130,3130,,,2023-06-04
3131,3131,2021-09-18,2021-09-20,2023-06-04
3132,3132,,,2023-06-04
3133,3133,,,2023-06-04
3134,3134,,,2023-06-04
3135,3135,2021-05-24,2021-05-27,2023-06-04
3136,3136,,,2023-06-04
3137,3137,,,2023-06-04
3138,3138,,,2023-06-04
3139,3139,2022-05-25,,2023-06-04
3140,3140,,,2023-06-04
3141,3141,,,2023-06-04
3142,3142,,,2023-06-04
3143,3143,,,2023-06-04
3144,3144,,,2023-06-04
3145,3145,,,2023-06-04
3146,3146,,,2023-06-04
3147,3147,,,2023-06-04
3148,3148,,,2023-06-04
3149,3149,2021-08-04,,2023-06-04
3150,3150,,,2023-06-04
3151,3151,2021-08-30,2021-09-01,2023-06-04
3152,3152,,,2023-06-04
3153,3153,,,2023-06-04
3154,3154,2022-07-11,,2023-06-04
3155,3155,2021-10-10,2021-10-11,2023-06-04
3156,3156,2022-02-25,2022-02-28,2023-06-04
3157,3157,,,2023-06-04
3158,3158,2021-09-08,2021-09-10,2023-06-04
3159,3159,,,2023-06-04
3160,3160,,,2023-06-04
3161,3161,2021-01-28,,2023-06-04
3162,3162,,,2023-06-04
3163,3163,,,2023-06-04
3164,3164,,,2023-06-04
3165,3165,2021-06-26,2021-06-29,2023-06-04
3166,3166,2022-01-01,2022-01-04,2023-06-04
3167,3167,2021-08-30,2021-09-01,2023-06-04
3168,3168,,,2023-06-04
3169,3169,,,2023-06-04
3170,3170,2022-05-23,2022-05-25,2023-06-04
3171,3171,,,2023-06-04
3172,3172,2022-05-10,2022-05-13,2023-06-04
3173,3173,2022-07-04,2022-07-07,2023-06-04
3174,3174,,,2023-06-04
3175,3175,,,2023-06-04
3176,3176,2022-06-27,2022-06-28,2023-06-04
3177,3177,,,2023-06-04
3178,3178,,,2023-06-04
3179,3179,,,2023-06-04
3180,3180,2022-03-16,2022-03-19,2023-06-04
3181,3181,,,2023-06-04
3182,3182,2021-05-11,,2023-06-04
3183,3183,2021-07-07,,2023-06-04
3184,3184,,,2023-06-04
3185,3185,,,2023-06-04
3186,3186,,,2023-06-04
3187,3187,,,2023-06-04
3188,3188,,,2023-06-04
3189,3189,2021-02-19,2021-02-22,2023-06-04
3190,3190,,,2023-06-04
3191,3191,,,2023-06-04
3192,3192,,,2023-06-04
3193,3193,,,2023-06-04
3194,3194,2021-05-15,,2023-06-04
3195,3195,2021-11-05,2021-11-08,2023-06-04
3196,3196,2021-11-06,,2023-06-04
3197,3197,,,2023-06-04
3198,3198,2022-04-07,2022-04-09,2023-06-04
3199,3199,,,2023-06-04
3200,3200,,,2023-06-04
3201,3201,,,2023-06-04
3202,3202,2021-02-23,2021-02-26,2023-06-04
3203,3203,2022-01-25,2022-01-26,2023-06-04
3204,3204,,,2023-06-04
3205,3205,,,2023-06-04
3206,3206,,,2023-06-04
3207,3207,,,2023-06-04
3208,3208,2022-06-07,2022-06-09,2023-06-04
3209,3209,2022-02-23,2022-02-24,2023-06-04
3210,3210,,,2023-06-04
3211,3211,,,2023-06-04
3212,3212,,,2023-06-04
3213,3213,,,2023-06-04
3214,3214,2021-10-06,2021-10-09,2023-06-04
3215,3215,,,2023-06-04
3216,3216,,,2023-06-04
3217,3217,2021-07-20,2021-07-22,2023-06-04
3218,3218,,,2023-06-04
3219,3219,,,2023-06-04
3220,3220,,,2023-06-04
3221,3221,,,2023-06-04
3222,3222,,,2023-06-04
3223,3223,,,2023-06-04
3224,3224,,,2023-06-04
3225,3225,,,2023-06-04
3226,3226,,,2023-06-04
3227,3227,,,2023-06-04
3228,3228,,,2023-06-04
3229,3229,,,2023-06-04
3230,3230,2021-11-08,2021-11-11,2023-06-04
3231,3231,,,2023-06-04
3232,3232,,,2023-06-04
3233,3233,,,2023-06-04
3234,3234,,,2023-06-04
3235,3235,,,2023-06-04
3236,3236,,,2023-06-04
3237,3237,,,2023-06-04
3238,3238,,,2023-06-04
3239,3239,2021-02-28,2021-03-03,2023-06-04
3240,3240,2021-10-29,2021-11-01,2023-06-04
3241,3241,2022-08-12,,2023-06-04
3242,3242,2021-04-19,,2023-06-04
3243,3243,2021-07-17,2021-07-19,2023-06-04
3244,3244,2021-10-02,2021-10-05,2023-06-04
3245,3245,,,2023-06-04
3246,3246,2021-06-14,2021-06-16,2023-06-04
3247,3247,2021-10-19,2021-10-22,2023-06-04
3248,3248,2022-05-05,2022-05-08,2023-06-04
3249,3249,2021-11-03,2021-11-04,2023-06-04
3250,3250,2021-12-02,,2023-06-04
3251,3251,2021-02-11,,2023-06-04
3252,3252,,,2023-06-04
3253,3253,2021-10-18,,2023-06-04
3254,3254,2021-09-05,,2023-06-04
3255,3255,,,2023-06-04
3256,3256,2022-05-06,,2023-06-04
3257,3257,,,2023-06-04
3258,3258,,,2023-06-04
3259,3259,,,2023-06-04
3260,3260,,,2023-06-04
3261,3261,,,2023-06-04
3262,3262,,,2023-06-04
3263,3263,,,2023-06-04
3264,3264,,,2023-06-04
3265,3265,,,2023-06-04
3266,3266,,,2023-06-04
3267,3267,,,2023-06-04
3268,3268,,,2023-06-04
3269,3269,2022-07-19,2022-07-20,2023-06-04
3270,3270,2021-10-23,2021-10-24,2023-06-04
3271,3271,,,2023-06-04
3272,3272,,,2023-06-04
3273,3273,,,2023-06-04
3274,3274,2021-09-19,2021-09-20,2023-06-04
3275,3275,,,2023-06-04
3276,3276,,,2023-06-04
3277,3277,,,2023-06-04
3278,3278,2021-02-28,2021-03-01,2023-06-04
3279,3279,2021-10-26,2021-10-28,2023-06-04
3280,3280,2021-12-06,2021-12-08,2023-06-04
3281,3281,2022-03-21,,2023-06-04
3282,3282,,,2023-06-04
3283,3283,,,2023-06-04
3284,3284,,,2023-06-04
3285,3285,2022-01-08,2022-01-09,2023-06-04
3286,3286,,,2023-06-04
3287,3287,,,2023-06-04
3288,3288,,,2023-06-04
3289,3289,,,2023-06-04
3290,3290,,,2023-06-04
3291,3291,,,2023-06-04
3292,3292,,,2023-06-04
3293,3293,,,2023-06-04
3294,3294,,,2023-06-04
3295,3295,,,2023-06-04
3296,3296,,,2023-06-04
3297,3297,2021-08-26,2021-08-27,2023-06-04
3298,3298,,,2023-06-04
3299,3299,,,2023-06-04
3300,3300,,,2023-06-04
3301,3301,2021-11-25,2021-11-27,2023-06-04
3302,3302,,,2023-06-04
3303,3303,,,2023-06-04
3304,3304,2021-05-05,,2023-06-04
3305,3305,2021-11-17,2021-11-20,2023-06-04
3306,3306,2021-03-02,,2023-06-04
3307,3307,,,2023-06-04
3308,3308,,,2023-06-04
3309,3309,,,2023-06-04
3310,3310,,,2023-06-04
3311,3311,2022-01-10,2022-01-11,2023-06-04
3312,3312,,,2023-06-04
3313,3313,,,2023-06-04
3314,3314,2021-11-21,2021-11-24,2023-06-04
3315,3315,,,2023-06-04
3316,3316,,,2023-06-04
3317,3317,2022-03-12,2022-03-13,2023-06-04
3318,3318,2021-05-27,2021-05-28,2023-06-04
3319,3319,,,2023-06-04
3320,3320,,,2023-06-04
3321,3321,2021-03-27,,2023-06-04
3322,3322,,,2023-06-04
